Numero_dossier_ID,Client,Formule,date.ouverture,heure.ouverture,Matricule.de.traitement,Cause.intervention,date.de.survenance,Type.d.energie,Outil.d.assistance,Assistance.ou.Administratif,TOP.D.R,TOP.VR,TOP.Rappat.valide,TOP.Poursuite,TOP.Recup,TOP.Autres.Garanties,flag_auto_creation,mois_ouverture,temps_total_sec,nb_intervenants,temps_total_min,Apprentissage_Test,mois
8163269,C7,F12,2022-11-24,10:39:00,975,Accident,2022-11-24,Essence,MCS,Assistance,0,1,0,0,0,0,0,2022-11,1075.0,3.0,17.916666666666668,Apprentissage,2022-11
6903856,C1,F1,2021-08-09,14:34:00,564,,2021-08-09,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-08,145.0,1.0,2.4166666666666665,Apprentissage,2021-08
5596707,C9,F15,2021-11-08,10:56:00,456,Panne mécanique,2021-11-08,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-11,393.0,2.0,6.55,Apprentissage,2021-11
8281493,C1,F6,2022-07-06,14:23:00,1564,Panne mécanique,2022-07-06,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2022-07,0.0,20.0,0.0,Test,2022-07
6058281,C1,F1,2022-10-09,11:49:00,231,Accident,2022-10-08,GPL,MCS,Assistance,1,0,0,0,0,0,0,2022-10,555.0,3.0,9.25,Apprentissage,2022-10
8388704,C1,F6,2022-11-08,23:14:00,2082,Panne mécanique,2022-11-08,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,0.0,1.0,0.0,Test,2022-11
5489433,C3,F10,2022-01-19,10:16:00,161,Panne mécanique,2022-01-18,Essence,Higgins,Assistance,0,1,0,0,0,0,0,2022-01,909.0,2.0,15.15,Apprentissage,2022-01
6634575,C11,F25,2021-09-03,10:08:00,2036,Panne mécanique,2021-09-03,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-09,984.0,2.0,16.4,Apprentissage,2021-09
7263940,C10,F119,2021-05-06,08:02:00,648,Panne mécanique,2021-05-06,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-05,367.0,1.0,6.116666666666666,Apprentissage,2021-05
6944409,C1,F1,2022-04-05,12:45:00,1529,Panne mécanique,2022-04-05,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,781.0,4.0,13.016666666666667,Apprentissage,2022-04
5834208,C3,F3,2022-11-12,21:18:00,935,Panne mécanique,2022-11-12,Diesel,MCS,Assistance,1,0,0,1,1,1,0,2022-11,29631.0,25.0,493.85,Apprentissage,2022-11
5952333,C4,F4,2022-11-02,12:35:00,952,"Clés, Carburant, Crevaison",2022-11-02,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,645.0,2.0,10.75,Apprentissage,2022-11
8470600,C4,F4,2021-06-01,10:44:00,866,Panne mécanique,2021-05-31,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-06,0.0,1.0,0.0,Test,2021-06
7603605,C3,F3,2022-10-19,08:43:00,203,"Clés, Carburant, Crevaison",2022-10-19,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-10,496.0,2.0,8.266666666666667,Apprentissage,2022-10
7090513,C8,F32,2022-12-06,17:04:00,375,Panne mécanique,2022-12-06,Diesel,MCS,,1,0,0,0,0,0,0,2022-12,369.0,1.0,6.15,Apprentissage,2022-12
6269452,C0,,2021-01-19,18:31:00,1737,Accident,2021-01-19,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2021-01,2721.0,5.0,45.35,Apprentissage,2021-01
6161593,C4,F66,2022-09-24,13:56:00,1558,Panne mécanique,2022-09-24,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-09,309.0,2.0,5.15,Apprentissage,2022-09
5509924,C4,F8,2021-01-11,17:21:00,2396,Panne mécanique,2021-01-11,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-01,233.0,1.0,3.8833333333333333,Apprentissage,2021-01
6510495,C4,F8,2022-10-08,08:24:00,185,Accident,2022-10-08,Essence,MCS,,1,1,1,0,0,0,0,2022-10,2365.0,7.0,39.416666666666664,Apprentissage,2022-10
7681061,C4,F4,2021-07-12,10:01:00,2058,"Clés, Carburant, Crevaison",2021-07-12,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-07,532.0,1.0,8.866666666666667,Apprentissage,2021-07
8528709,C3,F10,2021-11-05,15:02:00,964,Accident,2021-11-05,Essence,MCS,Assistance,1,1,0,0,0,0,0,2021-11,0.0,6.0,0.0,Test,2021-11
6266830,C18,F34,2022-11-27,11:32:00,174,"Clés, Carburant, Crevaison",2022-11-27,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-11,414.0,1.0,6.9,Apprentissage,2022-11
8000530,C10,F17,2022-08-26,16:12:00,171,Panne mécanique,2022-08-26,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2022-08,475.0,2.0,7.916666666666667,Apprentissage,2022-08
6504239,C4,F4,2022-10-29,15:57:00,891,Panne mécanique,2022-10-29,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-10,873.0,3.0,14.55,Apprentissage,2022-10
6408426,C4,F4,2021-02-10,19:10:00,1334,Panne mécanique,2021-02-10,Autre,MCS,Assistance,1,0,0,0,0,1,0,2021-02,1526.0,3.0,25.433333333333334,Apprentissage,2021-02
6868840,C3,F3,2022-04-10,11:02:00,1399,Panne mécanique,2022-04-10,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,3074.0,9.0,51.233333333333334,Apprentissage,2022-04
8378841,C15,F33,2021-07-13,16:47:00,881,Accident,2021-07-13,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-07,0.0,3.0,0.0,Test,2021-07
6128796,C6,F47,2021-11-06,13:17:00,1952,Panne mécanique,2021-11-06,Autre,MCS,Assistance,1,0,0,0,0,0,0,2021-11,567.0,3.0,9.45,Apprentissage,2021-11
6446359,C1,F27,2022-09-05,18:04:00,501,Panne mécanique,2022-09-05,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-09,373.0,1.0,6.216666666666667,Apprentissage,2022-09
6287592,C1,F1,2022-12-23,18:04:00,171,"Clés, Carburant, Crevaison",2022-12-23,Diesel,MCS,Assistance,1,0,0,0,0,0,1,2022-12,,,,Test,2022-12
5518887,C22,F152,2022-02-03,18:47:00,260,Panne mécanique,2022-02-03,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-02,240.0,1.0,4.0,Apprentissage,2022-02
6488823,C9,F45,2022-08-06,16:42:00,1863,Panne mécanique,2022-08-06,Diesel,MCS,Assistance,1,1,1,0,1,0,0,2022-08,4891.0,11.0,81.51666666666667,Apprentissage,2022-08
5986421,C16,F38,2022-01-29,11:57:00,806,Panne mécanique,2022-01-29,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-01,323.0,1.0,5.383333333333334,Apprentissage,2022-01
7526233,C1,F27,2021-03-18,09:09:00,994,Panne mécanique,2021-03-18,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-03,224.0,1.0,3.7333333333333334,Apprentissage,2021-03
6923403,C1,F18,2021-10-25,20:18:00,728,Accident,2021-10-25,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-10,521.0,2.0,8.683333333333334,Apprentissage,2021-10
5618247,C3,F10,2022-09-23,01:50:00,132,"Clés, Carburant, Crevaison",2022-09-23,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-09,229.0,1.0,3.816666666666667,Apprentissage,2022-09
7446495,C3,F60,2021-10-20,08:34:00,2166,"Clés, Carburant, Crevaison",2021-10-20,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-10,191.0,1.0,3.183333333333333,Apprentissage,2021-10
6624929,C1,F1,2022-08-10,14:15:00,2257,Panne mécanique,2022-08-10,,Higgins,Assistance,0,0,0,1,1,0,0,2022-08,7391.0,12.0,123.18333333333334,Apprentissage,2022-08
7807420,C4,F4,2022-12-01,13:57:00,904,Panne mécanique,2022-12-01,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-12,150.0,1.0,2.5,Apprentissage,2022-12
6609780,C1,F1,2022-01-12,16:10:00,990,Panne mécanique,2022-01-12,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-01,281.0,1.0,4.683333333333334,Apprentissage,2022-01
6808368,C4,F4,2022-12-10,19:33:00,1888,Panne mécanique,2022-12-10,Diesel,MCS,,1,0,0,0,0,0,0,2022-12,2052.0,11.0,34.2,Apprentissage,2022-12
6562836,C1,F1,2022-12-25,15:32:00,940,Panne mécanique,2022-12-25,Diesel,MCS,Assistance,1,0,0,1,1,0,0,2022-12,2577.0,5.0,42.95,Apprentissage,2022-12
6900322,C7,F43,2022-01-06,16:41:00,918,Accident,2022-01-06,Diesel,MCS,Assistance,1,1,0,0,0,1,0,2022-01,1905.0,4.0,31.75,Apprentissage,2022-01
7568838,C4,F4,2022-02-08,14:41:00,169,Accident,2022-02-08,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-02,859.0,2.0,14.316666666666666,Apprentissage,2022-02
7903415,C3,F3,2022-08-13,01:02:00,1863,Panne mécanique,2022-08-13,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-08,4910.0,8.0,81.83333333333333,Apprentissage,2022-08
6668281,C3,F60,2022-07-27,16:19:00,237,Panne mécanique,2022-07-27,Essence,Higgins,,1,0,0,0,0,0,0,2022-07,360.0,1.0,6.0,Apprentissage,2022-07
6804560,C4,F4,2022-04-16,13:31:00,1823,Panne mécanique,2022-04-16,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-04,279.0,1.0,4.65,Apprentissage,2022-04
7219715,C9,,2022-06-12,21:09:00,148,Panne mécanique,2022-06-12,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-06,764.0,2.0,12.733333333333333,Apprentissage,2022-06
8387493,C7,F146,2021-04-28,10:23:00,679,Panne mécanique,2021-04-28,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-04,0.0,3.0,0.0,Test,2021-04
7887052,C5,F142,2022-05-02,09:10:00,653,Autres,2022-05-02,Electricité,MCS,Assistance,1,0,0,0,0,0,0,2022-05,690.0,1.0,11.5,Apprentissage,2022-05
8278270,C1,F27,2021-03-20,11:07:00,660,Panne mécanique,2021-03-20,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-03,0.0,1.0,0.0,Test,2021-03
8454176,C4,F23,2022-03-03,12:51:00,162,Accident,2022-03-03,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2022-03,0.0,6.0,0.0,Test,2022-03
5598171,C13,F30,2022-12-30,15:10:00,1474,Panne mécanique,2022-12-30,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-12,233.0,1.0,3.8833333333333333,Apprentissage,2022-12
5827549,C7,F77,2022-06-29,16:13:00,221,Panne mécanique,2022-06-29,Diesel,MCS,Assistance,1,0,0,1,0,0,0,2022-06,1110.0,8.0,18.5,Apprentissage,2022-06
7762206,C1,F6,2022-05-18,15:43:00,745,Panne mécanique,2022-05-18,Essence,MCS,Assistance,1,0,0,0,1,0,0,2022-05,786.0,2.0,13.1,Apprentissage,2022-05
7450686,C4,F4,2021-12-22,19:07:00,632,Panne mécanique,2021-12-22,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-12,576.0,2.0,9.6,Apprentissage,2021-12
6387522,C7,F12,2022-05-17,14:03:00,345,Panne mécanique,2022-05-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-05,171.0,1.0,2.85,Apprentissage,2022-05
7948365,C1,F6,2021-10-02,12:34:00,911,Accident,2021-10-02,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-10,146.0,1.0,2.433333333333333,Apprentissage,2021-10
7511523,C0,F0,2021-03-19,13:04:00,1011,Panne mécanique,2021-03-19,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-03,230.0,1.0,3.8333333333333335,Apprentissage,2021-03
7434234,C7,F208,2021-05-31,16:08:00,633,Accident,2021-05-30,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2021-05,1237.0,1.0,20.616666666666667,Apprentissage,2021-05
6936852,C4,F4,2022-12-25,15:57:00,2017,Panne mécanique,2022-12-25,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-12,223.0,1.0,3.716666666666667,Apprentissage,2022-12
7328467,C1,F6,2022-10-19,18:13:00,833,Panne mécanique,2022-10-19,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-10,850.0,2.0,14.166666666666666,Apprentissage,2022-10
8069460,C7,,2022-04-21,12:20:00,311,Panne mécanique,2022-04-21,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-04,1035.0,3.0,17.25,Apprentissage,2022-04
6902616,C4,F4,2021-03-26,10:08:00,718,Panne mécanique,2021-03-26,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-03,251.0,1.0,4.183333333333334,Apprentissage,2021-03
7414083,C1,F6,2021-06-04,17:35:00,373,Vol / Vandalisme,2021-06-04,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-06,432.0,1.0,7.2,Apprentissage,2021-06
5942812,C4,F4,2021-12-24,16:17:00,233,Panne mécanique,2021-12-24,Diesel,MCS,,1,0,0,1,0,0,0,2021-12,1937.0,4.0,32.28333333333333,Apprentissage,2021-12
6775885,C4,F4,2021-08-04,14:43:00,1696,Accident,2021-08-04,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-08,874.0,2.0,14.566666666666666,Apprentissage,2021-08
8525490,C7,F72,2021-04-03,10:28:00,945,Panne mécanique,2021-04-03,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-04,0.0,1.0,0.0,Test,2021-04
6022784,C12,F26,2022-07-19,13:42:00,1192,Accident,2022-07-19,Autre,MCS,Assistance,0,1,0,0,0,0,0,2022-07,6493.0,6.0,108.21666666666667,Apprentissage,2022-07
6451827,C1,F1,2022-09-02,14:43:00,1088,Panne mécanique,2022-08-29,Diesel,MCS,,0,0,0,0,1,0,0,2022-09,904.0,4.0,15.066666666666666,Apprentissage,2022-09
7095038,C23,F53,2021-11-25,10:24:00,1395,Panne mécanique,2021-11-25,Diesel,MCS,Assistance,1,1,0,0,0,0,0,2021-11,1663.0,2.0,27.716666666666665,Apprentissage,2021-11
7500201,C4,F4,2021-11-30,13:50:00,198,Accident,2021-11-30,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-11,2100.0,5.0,35.0,Apprentissage,2021-11
7653570,C1,F18,2021-03-02,16:25:00,1091,Panne mécanique,2021-03-02,Diesel,Higgins,Assistance,1,0,1,0,0,1,0,2021-03,11068.0,10.0,184.46666666666667,Apprentissage,2021-03
7673748,C7,F12,2021-04-22,13:20:00,273,Vol / Vandalisme,2021-04-22,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-04,525.0,1.0,8.75,Apprentissage,2021-04
5736973,C15,F33,2021-02-25,12:08:00,686,Panne mécanique,2021-02-25,Autre,MCS,Assistance,1,0,0,0,0,0,0,2021-02,593.0,2.0,9.883333333333333,Apprentissage,2021-02
7228026,C1,F71,2021-06-08,08:25:00,544,Vol / Vandalisme,2021-06-04,Diesel,MCS,Assistance,0,1,0,0,0,0,0,2021-06,6755.0,11.0,112.58333333333333,Apprentissage,2021-06
6826001,C3,F10,2022-12-19,07:39:00,192,Panne mécanique,2022-12-19,Diesel,MCS,,1,1,0,0,1,0,0,2022-12,4706.0,5.0,78.43333333333334,Apprentissage,2022-12
7813427,C4,F4,2022-01-10,10:08:00,1537,Panne mécanique,2022-01-10,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-01,1086.0,3.0,18.1,Apprentissage,2022-01
8392377,C4,F4,2021-07-24,14:40:00,428,Panne mécanique,2021-07-24,Diesel,MCS,,1,0,0,0,0,0,0,2021-07,0.0,1.0,0.0,Test,2021-07
8093182,C4,F4,2022-02-01,12:22:00,823,Panne mécanique,2022-02-01,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-02,614.0,2.0,10.233333333333333,Apprentissage,2022-02
6149875,C1,,2021-02-04,14:10:00,1762,Panne mécanique,2021-02-04,Hybride,MCS,Assistance,1,0,0,0,0,0,0,2021-02,225.0,1.0,3.75,Apprentissage,2021-02
6776252,C3,F28,2022-09-04,12:14:00,171,Panne mécanique,2022-09-03,Essence,MCS,Assistance,1,0,0,0,0,0,1,2022-09,68.0,2.0,1.1333333333333333,Apprentissage,2022-09
8210931,C23,F53,2022-02-12,11:31:00,744,Panne mécanique,2022-02-12,Diesel,MCS,Assistance,1,1,0,0,1,0,0,2022-02,0.0,20.0,0.0,Test,2022-02
5515595,C4,F4,2021-03-01,10:41:00,1101,Panne mécanique,2021-03-01,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-03,198.0,1.0,3.3,Apprentissage,2021-03
7891972,C3,F3,2022-12-24,12:03:00,266,"Clés, Carburant, Crevaison",2022-12-23,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-12,389.0,2.0,6.483333333333333,Apprentissage,2022-12
5545377,C1,F18,2022-06-09,10:59:00,821,Accident,2022-06-08,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-06,721.0,1.0,12.016666666666667,Apprentissage,2022-06
7809237,C1,F6,2022-03-26,09:08:00,376,Panne mécanique,2022-03-26,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-03,3004.0,5.0,50.06666666666667,Apprentissage,2022-03
7871824,C3,F60,2021-03-07,09:52:00,2046,Panne mécanique,2021-03-07,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-03,124.0,1.0,2.066666666666667,Apprentissage,2021-03
8103155,C11,F25,2022-03-04,17:18:00,360,Accident,2022-03-04,Diesel,MCS,Assistance,1,0,1,0,0,0,0,2022-03,1565.0,5.0,26.083333333333332,Apprentissage,2022-03
7925560,C3,F63,2022-01-17,19:54:00,1680,Accident,2022-01-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-01,541.0,2.0,9.016666666666667,Apprentissage,2022-01
7602464,C10,F17,2021-05-23,20:08:00,1338,Panne mécanique,2021-05-23,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-05,13.0,1.0,0.21666666666666667,Apprentissage,2021-05
5768776,C4,,2021-04-07,15:28:00,798,Accident,2021-04-06,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-04,379.0,1.0,6.316666666666666,Apprentissage,2021-04
5855807,C4,F23,2022-09-10,10:33:00,551,Vol / Vandalisme,2022-09-08,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-09,1929.0,4.0,32.15,Apprentissage,2022-09
7651143,C1,F0,2022-07-12,10:11:00,1847,Panne mécanique,2022-07-12,Essence,MCS,Assistance,1,0,1,0,0,0,0,2022-07,1871.0,5.0,31.183333333333334,Apprentissage,2022-07
7269394,C4,F23,2021-04-30,11:54:00,1241,Accident,2021-04-30,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-04,835.0,3.0,13.916666666666666,Apprentissage,2021-04
8174580,C1,F1,2022-02-04,09:51:00,434,"Clés, Carburant, Crevaison",2022-02-04,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-02,233.0,1.0,3.8833333333333333,Apprentissage,2022-02
7366819,C4,F4,2021-01-08,12:45:00,235,Panne mécanique,2021-01-08,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2021-01,941.0,3.0,15.683333333333334,Apprentissage,2021-01
6876921,C36,F79,2021-04-12,05:44:00,897,Panne mécanique,2021-04-12,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-04,855.0,3.0,14.25,Apprentissage,2021-04
8480540,C3,,2022-11-15,09:01:00,994,Panne mécanique,2022-11-15,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-11,0.0,2.0,0.0,Test,2022-11
6669027,C4,F4,2022-04-19,11:52:00,652,Panne mécanique,2022-04-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-04,2177.0,3.0,36.28333333333333,Apprentissage,2022-04
5812692,C10,F17,2021-09-04,09:12:00,296,Panne mécanique,2021-09-04,Diesel,MCS,,1,0,0,0,0,0,0,2021-09,2325.0,3.0,38.75,Apprentissage,2021-09
6543527,C1,F6,2021-05-25,11:09:00,439,Accident,2021-05-21,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-05,518.0,2.0,8.633333333333333,Apprentissage,2021-05
6112160,C0,F0,2021-09-01,11:11:00,187,Panne mécanique,2021-09-01,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2021-09,379.0,3.0,6.316666666666666,Apprentissage,2021-09
8290529,C4,F4,2022-01-21,11:21:00,519,Panne mécanique,2022-01-20,Essence,Higgins,Assistance,1,0,0,0,0,0,0,2022-01,0.0,2.0,0.0,Test,2022-01
6507905,C2,F46,2022-08-16,14:40:00,1213,Panne mécanique,2022-08-16,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-08,2202.0,4.0,36.7,Apprentissage,2022-08
6364414,C14,F31,2021-08-25,14:59:00,1629,Panne mécanique,2021-08-25,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-08,764.0,3.0,12.733333333333333,Apprentissage,2021-08
5902651,C1,F1,2021-09-29,11:57:00,1521,"Clés, Carburant, Crevaison",2021-09-29,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-09,953.0,1.0,15.883333333333333,Apprentissage,2021-09
5949595,C23,,2022-03-04,09:12:00,796,Accident,2022-03-03,Essence,MCS,Assistance,1,1,0,0,0,0,0,2022-03,1368.0,2.0,22.8,Apprentissage,2022-03
8413753,C4,F4,2021-06-16,11:51:00,580,Panne mécanique,2021-06-16,Diesel,Higgins,,1,0,0,0,0,0,0,2021-06,0.0,1.0,0.0,Test,2021-06
7388123,C3,F5,2022-02-19,18:14:00,978,Panne mécanique,2022-02-19,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-02,836.0,2.0,13.933333333333334,Apprentissage,2022-02
6956418,C1,F0,2022-12-17,23:30:00,2025,Accident,2022-12-17,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-12,7725.0,13.0,128.75,Apprentissage,2022-12
8160263,C8,F13,2022-07-30,11:47:00,1253,"Clés, Carburant, Crevaison",2022-07-30,Hybride,MCS,Assistance,1,0,0,0,0,0,0,2022-07,370.0,2.0,6.166666666666667,Apprentissage,2022-07
6566900,C8,F153,2022-11-03,11:02:00,792,Autres,2022-11-03,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2022-11,467.0,1.0,7.783333333333333,Apprentissage,2022-11
8049922,C3,F3,2022-04-11,09:04:00,1063,Panne mécanique,2022-04-11,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2022-04,237.0,1.0,3.95,Apprentissage,2022-04
8499504,C16,F38,2021-03-26,09:26:00,749,Autres,2021-03-26,Diesel,MCS,Assistance,0,0,0,0,0,0,0,2021-03,0.0,1.0,0.0,Test,2021-03
8198179,C1,F6,2022-10-17,16:31:00,1254,Panne mécanique,2022-10-14,,Higgins,Assistance,1,0,0,0,0,0,0,2022-10,236.0,2.0,3.933333333333333,Apprentissage,2022-10
5737238,C1,F6,2022-01-28,09:09:00,383,Panne mécanique,2022-01-28,Essence,MCS,,1,0,0,0,0,0,0,2022-01,206.0,2.0,3.433333333333333,Apprentissage,2022-01
8219868,C5,F32,2022-06-12,11:20:00,1248,Panne mécanique,2022-06-12,Essence,MCS,Assistance,1,1,0,1,0,0,0,2022-06,0.0,19.0,0.0,Test,2022-06
6434300,C3,F10,2021-11-20,15:13:00,756,Accident,2021-11-20,Diesel,MCS,,1,1,0,0,0,0,0,2021-11,3042.0,6.0,50.7,Apprentissage,2021-11
7981116,C14,,2021-12-17,09:31:00,1297,Panne mécanique,2021-12-17,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-12,712.0,1.0,11.866666666666667,Apprentissage,2021-12
8124519,C4,F23,2021-03-21,10:52:00,548,Panne mécanique,2021-03-21,Diesel,MCS,Assistance,1,0,1,0,1,0,0,2021-03,3092.0,13.0,51.53333333333333,Apprentissage,2021-03
5954771,C3,F10,2022-03-31,19:18:00,1378,Panne mécanique,2022-03-31,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-03,1726.0,2.0,28.766666666666666,Apprentissage,2022-03
7745694,C1,F6,2022-06-23,14:48:00,434,Panne mécanique,2022-06-23,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-06,276.0,1.0,4.6,Apprentissage,2022-06
6978783,C1,F0,2022-03-04,13:36:00,384,Vol / Vandalisme,2022-03-04,Essence,MCS,Assistance,1,0,0,0,0,0,0,2022-03,856.0,2.0,14.266666666666667,Apprentissage,2022-03
7955638,C11,F25,2021-10-27,11:11:00,1675,Panne mécanique,2021-10-27,Essence,MCS,Assistance,0,0,0,0,0,1,0,2021-10,461.0,3.0,7.683333333333334,Apprentissage,2021-10
8277688,C1,F18,2022-02-15,14:52:00,248,Vol / Vandalisme,2022-02-15,Essence,MCS,Assistance,0,0,0,0,0,0,0,2022-02,0.0,2.0,0.0,Test,2022-02
6208437,C3,F10,2022-12-24,16:20:00,1434,Panne mécanique,2022-12-24,Essence,MCS,Assistance,1,0,1,1,0,0,0,2022-12,2858.0,6.0,47.63333333333333,Apprentissage,2022-12
7632321,C1,F0,2022-07-28,15:54:00,182,Panne mécanique,2022-07-28,Essence,Higgins,,1,0,0,0,0,0,0,2022-07,1191.0,5.0,19.85,Apprentissage,2022-07
7203862,C0,F27,2021-10-21,11:28:00,863,"Clés, Carburant, Crevaison",2021-10-21,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-10,294.0,1.0,4.9,Apprentissage,2021-10
6504543,C1,F6,2022-05-24,09:48:00,646,Accident,2022-05-24,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2022-05,915.0,2.0,15.25,Apprentissage,2022-05
5930503,C11,F25,2021-09-08,09:05:00,210,Accident,2021-09-04,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-09,921.0,1.0,15.35,Apprentissage,2021-09
7371609,C1,F6,2022-08-01,18:08:00,2362,Panne mécanique,2022-08-01,Essence,MCS,Assistance,1,0,1,0,0,0,0,2022-08,5028.0,7.0,83.8,Apprentissage,2022-08
6146368,C4,,2022-03-05,12:46:00,1195,Panne mécanique,2021-10-26,Autre,MCS,Assistance,0,0,0,0,0,1,0,2022-03,2055.0,3.0,34.25,Apprentissage,2022-03
8131052,C3,F3,2022-06-18,09:32:00,1571,Panne mécanique,2022-06-17,Diesel,Higgins,Assistance,1,0,0,0,0,0,0,2022-06,885.0,2.0,14.75,Apprentissage,2022-06
7564889,C4,F8,2022-05-11,16:41:00,1212,Accident,2022-05-11,Diesel,Higgins,Assistance,0,1,0,0,0,0,0,2022-05,2415.0,3.0,40.25,Apprentissage,2022-05
8375376,C4,F4,2021-05-21,15:14:00,1036,Panne mécanique,2021-05-21,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-05,0.0,2.0,0.0,Test,2021-05
6834379,C4,F8,2022-01-02,15:10:00,997,Incendie,2022-01-02,Diesel,MCS,Assistance,1,1,0,0,0,1,0,2022-01,6670.0,21.0,111.16666666666667,Apprentissage,2022-01
7687176,C1,F18,2021-06-19,14:54:00,1009,Accident,2021-06-19,Essence,MCS,Assistance,0,0,0,0,0,0,0,2021-06,694.0,1.0,11.566666666666666,Apprentissage,2021-06
7560513,C18,F34,2021-05-18,11:12:00,514,Panne mécanique,2021-05-18,Essence,MCS,Assistance,1,0,0,0,0,0,0,2021-05,167.0,1.0,2.783333333333333,Apprentissage,2021-05
6521487,C4,F4,2021-08-19,08:43:00,1891,Panne mécanique,2021-08-19,Diesel,MCS,Assistance,1,0,0,0,0,0,0,2021-08,1263.0,3.0,21.05,Apprentissage,2021-08
